Time	p1	p2	p3	p4	distance	temp	mfc1	mfc2	mfc3	mfc4	mfc5	mfc6	mfc7	mfc8	mfc9	
16:34:19,9	16,222146	-2,296992	-6,352505	-9,906898	3,428805	15,274526	12,611856	12,731344	12,715754	10,001431	13,092131	8,379848	1,043859	1,162827	5,087152
16:34:20,0	16,222146	-2,296992	-6,352505	-6,049221	3,412178	15,171682	12,611856	12,731344	12,715754	10,001431	13,092131	8,379848	1,043859	1,162827	5,087152
16:34:20,0	16,222146	-2,296992	-3,139277	-2,191545	3,412178	15,274526	12,611856	12,731344	12,715754	10,001431	13,092131	8,379848	1,043859	1,162827	5,087152
16:34:20,1	13,007640	-2,296992	-3,139277	-4,763329	3,417720	15,274526	12,611856	12,731344	12,715754	10,001431	13,092131	8,379848	1,043859	1,162827	5,087152
16:34:20,2	13,007640	0,917838	-3,139277	-11,192790	3,412178	15,274526	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,2	13,007640	-2,296992	-3,139277	-3,477437	3,417720	15,171682	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,3	19,436651	-5,511822	-6,352505	-0,905652	3,423262	15,171682	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,4	9,793134	0,917838	-9,565733	-0,905652	3,423262	15,377369	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,4	19,436651	-2,296992	0,073950	-6,049221	3,417720	15,223104	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,5	16,222146	-2,296992	-9,565733	-8,621006	3,412178	15,120261	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,6	16,222146	-5,511822	-3,139277	0,380240	3,423262	15,274526	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,6	13,007640	-5,511822	-9,565733	-6,049221	3,428805	15,274526	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,7	19,436651	0,917838	3,287177	-8,621006	3,417720	15,274526	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,8	13,007640	-2,296992	-6,352505	-2,191545	3,423262	15,171682	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,8	13,007640	-5,511822	-3,139277	-4,763329	3,417720	15,223104	12,783396	12,622871	12,417953	16,721630	14,181824	12,051069	8,721267	24,450626	29,013479
16:34:20,9	13,007640	0,917838	-9,565733	-11,192790	3,423262	15,325947	11,375141	11,406995	11,129636	16,181675	11,401508	11,945755	19,778078	35,073048	31,542452
16:34:21,0	19,436651	0,917838	-3,139277	-9,906898	3,423262	15,171682	11,375141	11,406995	11,129636	16,181675	11,401508	11,945755	19,778078	35,073048	31,542452
16:34:21,0	19,436651	4,132668	-3,139277	-2,191545	3,423262	15,325947	11,375141	11,406995	11,129636	16,181675	11,401508	11,945755	19,778078	35,073048	31,542452
16:34:21,1	19,436651	-5,511822	-6,352505	-4,763329	3,417720	15,325947	11,375141	11,406995	11,129636	16,181675	11,401508	11,945755	19,778078	35,073048	31,542452
16:34:21,2	13,007640	0,917838	-3,139277	-9,906898	3,423262	15,274526	11,375141	11,406995	11,129636	16,181675	11,401508	11,945755	19,778078	35,073048	31,542452
16:34:21,2	16,222146	0,917838	-3,139277	-7,335114	3,417720	15,171682	11,375141	11,406995	11,129636	16,181675	11,401508	11,945755	19,778078	35,073048	31,542452
16:34:21,3	19,436651	-5,511822	-9,565733	-2,191545	3,417720	15,171682	11,375141	11,406995	11,129636	16,181675	11,401508	11,945755	19,778078	35,073048	31,542452
