Time	p1	p2	p3	p4	distance	temp	mfc1	mfc2	mfc3	mfc4	mfc5	mfc6	mfc7	mfc8	mfc9	
11:22:07,8	6,578629	-2,484492	-3,139277	-7,335114	3,561824	14,400358	12,059770	12,322761	12,558181	8,653708	11,993655	7,957945	0,981627	0,529636	3,516150
11:22:07,8	13,007640	-2,484492	-3,139277	-4,763329	3,567367	14,451780	12,059770	12,322761	12,558181	8,653708	11,993655	7,957945	0,981627	0,529636	3,516150
11:22:07,9	9,793134	0,730338	-3,139277	-3,477437	3,567367	14,554623	12,059770	12,322761	12,558181	8,653708	11,993655	7,957945	0,981627	0,529636	3,516150
11:22:08,0	6,578629	-5,699322	0,073950	-11,192790	3,572909	14,708888	12,059770	12,322761	12,558181	8,653708	11,993655	7,957945	0,981627	0,529636	3,516150
11:22:08,0	9,793134	-2,484492	-6,352505	-7,335114	3,567367	14,657466	12,715029	12,580044	12,454100	16,120369	14,091158	11,921864	8,044532	12,201126	24,022400
11:22:08,1	9,793134	0,730338	-3,139277	-3,477437	3,567367	14,606045	12,715029	12,580044	12,454100	16,120369	14,091158	11,921864	8,044532	12,201126	24,022400
11:22:08,2	6,578629	-5,699322	-3,139277	-2,191545	3,572909	14,606045	12,715029	12,580044	12,454100	16,120369	14,091158	11,921864	8,044532	12,201126	24,022400
11:22:08,2	13,007640	-2,484492	-3,139277	-6,049221	3,567367	14,554623	12,715029	12,580044	12,454100	16,120369	14,091158	11,921864	8,044532	12,201126	24,022400
11:22:08,3	13,007640	-5,699322	-6,352505	-7,335114	3,567367	14,503201	12,715029	12,580044	12,454100	16,120369	14,091158	11,921864	8,044532	12,201126	24,022400
11:22:08,4	6,578629	-5,699322	-3,139277	-2,191545	3,567367	14,451780	12,715029	12,580044	12,454100	16,120369	14,091158	11,921864	8,044532	12,201126	24,022400
11:22:08,4	3,364123	0,730338	-6,352505	-9,906898	3,567367	14,503201	12,715029	12,580044	12,454100	16,120369	14,091158	11,921864	8,044532	12,201126	24,022400
