Time	p1	p2	p3	p4	distance	temp	mfc1	mfc2	mfc3	mfc4	mfc5	mfc6	mfc7	mfc8	mfc9	
14:15:56,6	0,149617	-5,699322	-9,565733	-9,906898	3,416288	16,148693	0,038390	0,043368	0,043256	0,078690	0,086739	0,069148	0,656970	0,584478	0,475925
14:15:56,7	0,149617	-5,699322	-6,352505	-3,477437	3,416288	16,200115	0,038390	0,043368	0,043256	0,078690	0,086739	0,069148	0,656970	0,584478	0,475925
14:15:56,7	0,149617	3,945168	-6,352505	-9,906898	3,416288	16,251537	0,038390	0,043368	0,043256	0,078690	0,086739	0,069148	0,656970	0,584478	0,475925
14:15:56,8	3,364123	-2,484492	-3,139277	-2,191545	3,410701	16,200115	0,038390	0,043368	0,043256	0,078690	0,086739	0,069148	0,656970	0,584478	0,475925
14:15:56,9	0,149617	3,945168	-3,139277	-8,621006	3,410701	16,148693	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:56,9	-3,064888	0,730338	-3,139277	-2,191545	3,416288	16,251537	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,0	6,578629	-5,699322	-6,352505	-9,906898	3,416288	15,994429	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,1	-3,064888	-5,699322	-6,352505	-2,191545	3,416288	16,354380	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,1	0,149617	-2,484492	-12,778960	-11,192790	3,410701	16,148693	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,2	3,364123	-2,484492	-6,352505	-2,191545	3,416288	16,251537	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,3	3,364123	-2,484492	-6,352505	-4,763329	3,410701	16,045850	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,3	-3,064888	-2,484492	-6,352505	-11,192790	3,410701	16,302958	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,4	0,149617	-2,484492	-3,139277	-2,191545	3,416288	16,148693	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,5	-3,064888	-2,484492	-3,139277	-11,192790	3,421875	16,200115	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,5	0,149617	0,730338	-6,352505	-3,477437	3,416288	16,251537	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,6	0,149617	0,730338	-3,139277	-11,192790	3,416288	16,200115	0,038434	0,043377	0,043246	0,078705	0,086693	0,069146	0,657041	0,584540	0,476014
14:15:57,7	3,364123	-5,699322	-12,778960	-2,191545	3,416288	16,097272	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:57,7	0,149617	0,730338	-6,352505	-9,906898	3,421875	16,200115	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:57,8	3,364123	0,730338	-3,139277	-7,335114	3,421875	16,097272	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:57,9	3,364123	3,945168	-3,139277	-0,905652	3,410701	16,148693	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:57,9	-3,064888	0,730338	-3,139277	-11,192790	3,410701	16,251537	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:58,0	0,149617	-2,484492	-9,565733	-2,191545	3,416288	16,200115	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:58,1	0,149617	0,730338	-6,352505	-7,335114	3,410701	16,097272	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:58,1	0,149617	0,730338	-3,139277	-6,049221	3,405114	16,148693	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:58,2	-3,064888	0,730338	-6,352505	-2,191545	3,410701	16,148693	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:58,3	0,149617	-5,699322	-6,352505	-6,049221	3,421875	16,251537	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:58,3	0,149617	-5,699322	-6,352505	-7,335114	3,410701	16,200115	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:58,4	3,364123	0,730338	-9,565733	-3,477437	3,405114	16,097272	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:58,5	3,364123	-5,699322	-6,352505	-11,192790	3,416288	16,251537	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:58,5	0,149617	-2,484492	0,073950	-2,191545	3,416288	16,200115	0,038388	0,043359	0,043230	0,078688	0,086708	0,069142	0,656978	0,584452	0,476073
14:15:58,6	0,149617	-2,484492	0,073950	-7,335114	3,405114	16,097272	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:58,7	-3,064888	-2,484492	-6,352505	-4,763329	3,421875	16,302958	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:58,7	0,149617	-2,484492	-9,565733	-4,763329	3,410701	16,200115	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:58,8	-6,279394	-2,484492	-3,139277	-4,763329	3,416288	16,045850	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:58,9	0,149617	-2,484492	-3,139277	-11,192790	3,421875	16,251537	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:58,9	-3,064888	-2,484492	-3,139277	-4,763329	3,416288	16,097272	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,0	3,364123	-2,484492	-9,565733	-0,905652	3,416288	16,251537	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,1	-3,064888	-2,484492	-3,139277	-8,621006	3,416288	16,302958	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,1	6,578629	0,730338	-3,139277	-4,763329	3,410701	16,200115	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,2	3,364123	-2,484492	-3,139277	-4,763329	3,410701	16,045850	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,3	-3,064888	0,730338	-3,139277	-3,477437	3,421875	16,097272	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,3	0,149617	0,730338	-6,352505	-8,621006	3,416288	16,251537	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,4	-3,064888	-2,484492	-6,352505	-2,191545	3,410701	16,200115	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,5	0,149617	-2,484492	-6,352505	-7,335114	3,416288	16,148693	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,5	3,364123	-5,699322	-9,565733	-7,335114	3,427462	16,302958	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,6	3,364123	0,730338	-6,352505	-2,191545	3,405114	16,148693	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,7	0,149617	0,730338	-3,139277	-8,621006	3,410701	16,097272	0,038428	0,043360	0,043217	0,078683	0,086738	0,069145	0,657039	0,584493	0,476031
14:15:59,7	-3,064888	-2,484492	-6,352505	-2,191545	3,416288	16,251537	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:15:59,8	3,364123	-2,484492	-6,352505	-9,906898	3,416288	16,200115	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:15:59,9	0,149617	-2,484492	-6,352505	-2,191545	3,416288	16,045850	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:15:59,9	-3,064888	-2,484492	-3,139277	-6,049221	3,410701	16,251537	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,0	3,364123	-2,484492	-6,352505	-8,621006	3,421875	16,200115	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,1	3,364123	0,730338	-6,352505	-2,191545	3,416288	16,148693	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,1	0,149617	0,730338	-3,139277	-7,335114	3,405114	16,251537	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,2	3,364123	0,730338	-3,139277	-4,763329	3,416288	16,045850	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,3	-3,064888	0,730338	-6,352505	-6,049221	3,410701	16,302958	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,3	0,149617	-2,484492	-3,139277	-7,335114	3,416288	16,200115	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,4	0,149617	-5,699322	-3,139277	-7,335114	3,410701	16,097272	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,5	0,149617	-5,699322	-3,139277	-2,191545	3,416288	16,148693	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,5	0,149617	0,730338	-3,139277	-9,906898	3,410701	16,200115	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,6	0,149617	0,730338	-12,778960	-8,621006	3,416288	16,251537	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,7	-3,064888	0,730338	-6,352505	-2,191545	3,421875	16,251537	0,038436	0,043361	0,043235	0,078685	0,086690	0,069143	0,657042	0,584559	0,475833
14:16:00,7	3,364123	-2,484492	-9,565733	-9,906898	3,410701	16,097272	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:00,8	3,364123	-2,484492	-3,139277	-2,191545	3,421875	16,251537	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:00,9	0,149617	0,730338	-3,139277	-11,192790	3,416288	16,354380	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:00,9	0,149617	-5,699322	-3,139277	-0,905652	3,416288	16,302958	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,0	3,364123	-2,484492	-6,352505	-9,906898	3,416288	16,148693	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,1	0,149617	0,730338	-6,352505	-8,621006	3,410701	16,200115	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,1	6,578629	0,730338	-3,139277	-2,191545	3,410701	16,251537	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,2	3,364123	0,730338	-9,565733	-9,906898	3,416288	16,097272	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,3	-3,064888	-2,484492	-3,139277	-6,049221	3,421875	16,200115	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,3	0,149617	0,730338	-3,139277	-4,763329	3,410701	16,251537	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,4	0,149617	0,730338	-6,352505	-9,906898	3,410701	16,200115	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,5	3,364123	-2,484492	-9,565733	0,380240	3,416288	16,097272	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,5	3,364123	-2,484492	-3,139277	-8,621006	3,416288	16,097272	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,6	3,364123	-2,484492	-6,352505	-11,192790	3,416288	16,302958	0,038432	0,043370	0,043243	0,078686	0,086723	0,069143	0,657105	0,584534	0,475975
14:16:01,7	3,364123	-2,484492	-6,352505	-8,621006	3,410701	16,200115	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:01,7	3,364123	-2,484492	6,500405	0,380240	3,416288	16,200115	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:01,8	-3,064888	-2,484492	-6,352505	-7,335114	3,410701	16,251537	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:01,9	0,149617	3,945168	-6,352505	-4,763329	3,410701	16,148693	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:01,9	-6,279394	-8,914152	-3,139277	-3,477437	3,416288	16,097272	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:02,0	-3,064888	-5,699322	-6,352505	-9,906898	3,416288	16,097272	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:02,1	0,149617	-2,484492	3,287177	-0,905652	3,416288	16,251537	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:02,1	0,149617	-2,484492	-6,352505	-3,477437	3,410701	16,148693	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:02,2	3,364123	0,730338	-6,352505	-9,906898	3,410701	16,251537	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:02,3	-3,064888	3,945168	-6,352505	-8,621006	3,416288	16,251537	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:02,3	3,364123	0,730338	-3,139277	-0,905652	3,410701	16,148693	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:02,4	3,364123	-2,484492	-3,139277	-12,478683	3,416288	16,251537	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:02,5	0,149617	0,730338	3,287177	-2,191545	3,416288	16,045850	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:02,5	0,149617	-2,484492	-9,565733	-9,906898	3,421875	16,302958	0,038417	0,043362	0,043226	0,078676	0,086720	0,069161	0,657033	0,584538	0,476062
14:16:02,6	9,793134	-2,484492	-6,352505	-3,477437	3,410701	16,200115	0,038430	0,043378	0,043222	0,078690	0,086700	0,069138	0,657066	0,584566	0,476081
14:16:02,7	-3,064888	-2,484492	-6,352505	-3,477437	3,405114	16,097272	0,038430	0,043378	0,043222	0,078690	0,086700	0,069138	0,657066	0,584566	0,476081
14:16:02,7	3,364123	-2,484492	-6,352505	-7,335114	3,405114	16,251537	0,038430	0,043378	0,043222	0,078690	0,086700	0,069138	0,657066	0,584566	0,476081
14:16:02,8	6,578629	-2,484492	-6,352505	-9,906898	3,410701	16,097272	0,038430	0,043378	0,043222	0,078690	0,086700	0,069138	0,657066	0,584566	0,476081
14:16:02,9	0,149617	-2,484492	-6,352505	-2,191545	3,421875	16,302958	0,038430	0,043378	0,043222	0,078690	0,086700	0,069138	0,657066	0,584566	0,476081
14:16:02,9	-3,064888	-2,484492	-9,565733	-11,192790	3,405114	16,200115	0,038430	0,043378	0,043222	0,078690	0,086700	0,069138	0,657066	0,584566	0,476081
14:16:03,0	-3,064888	3,945168	-9,565733	-0,905652	3,421875	16,148693	0,038430	0,043378	0,043222	0,078690	0,086700	0,069138	0,657066	0,584566	0,476081
