Minutes,total_flowrate,fl_L1,fl_L2,total_bed_height,p1,flowrate_combi,bed_exp,initial_bed_height,step_size,normalized_p
12.719150000000042,349.94046538629283,299.9640261906637,29.985255070278193,0.9341757565416593,16.34735824646421,329.9492812609419,0.037175756541656765,0.8970000000000001,2,16.579470838198997
15.224983333333384,289.9447887599628,239.96665341131134,29.98717682761945,0.9225231476379194,16.338335442848855,269.95383023893083,0.025523147637917343,0.8969999999999998,2,16.570319921753402
17.23064614835445,229.94565897445767,179.96706827659426,29.98686345401233,0.9113302696372433,16.480918882460582,209.95393173060657,0.014330269637241204,0.897,2,16.714927872678075
19.235466666666735,169.938300901986,119.95766850210882,29.988687828304613,0.8996227833310354,15.841789791314847,149.94635633041338,0.002622783331031619,0.897,2,16.066723926282805
21.24130000000007,109.94075961556953,59.959323385409235,29.98912858488984,0.8827135267280044,16.055082417749205,89.94845197029908,-0.014286473271999183,0.897,2,16.283045048427187
23.25563357597504,1.7888578426677308,1.5154923945366563,0.20294050733093202,0.8621513840360525,7.640377231940327,1.7184329018675883,-0.03484861596395113,0.8970000000000001,2,7.748861290000332
25.239800000000088,125.9430047389286,80.98826427929623,14.98789212199034,1.0020072837665635,23.48919156727809,95.97615640128657,0.01600728376655964,0.986,2,23.82270950028204
27.229800000000093,113.94206668690445,68.98747470030217,14.987868378000227,0.9978056969002363,23.780505000904977,83.9753430783024,0.011805696900232737,0.9860000000000001,2,24.118159230126754
29.231300000000097,101.94169885630943,56.987472544066705,14.987871669941102,0.9941525419560916,24.09985267007733,71.97534421400782,0.008152541956088355,0.986,2,24.44204124754293
31.235633333333443,89.94267951026757,44.98843149555018,14.987932558004413,0.986987953878242,23.933358764298397,59.97636405355459,0.0009879538782384691,0.9859999999999999,2,24.273183330931438
33.23896666666678,77.94337212771315,32.988160466588134,14.987956431938986,0.9799846022444055,23.632990058141605,47.97611689852714,-0.0060153977555983795,0.9859999999999999,2,23.96854975470751
35.24863333333345,65.94167608811534,20.98738744155429,14.987955392816389,0.9717212438738233,22.710095150970538,35.975342834370686,-0.01427875612618004,0.986,2,23.032550863053284
37.256133333333466,59.94429661671358,14.987662415132812,14.98791368214306,0.9723623846735425,18.96012970382533,29.97557609727587,-0.013637615326461208,0.9859999999999999,2,19.229340470411085
39.29596055774289,1.9988361416288807,0.11418938863053282,0.22235055857666713,0.967019241768355,8.59189034111619,0.3365399472071999,-0.018980758231648923,0.9860000000000001,2,8.713884727298367
